number,latency,type,duration
1482,1111835,3,0
1483,1112449,3,0
1484,1113063,3,0
1485,1113677,3,0
1486,1114291,3,0
1487,1114906,3,0
1488,1115520,3,0
1489,1116134,3,0
1490,1116748,3,0
1491,1117363,3,0
1492,1117977,3,0
1493,1118591,4,0
1494,1119205,3,0
1495,1119820,3,0
1496,1120434,3,0
1497,1121048,3,0
1498,1121662,3,0
1499,1122277,3,0
1500,1122891,3,0
1501,1123505,3,0
1502,1124119,3,0
1503,1124733,3,0
1504,1125348,3,0
1505,1125962,4,0
1506,1126576,3,0
1507,1127190,3,0
1508,1127805,3,0
1509,1128419,3,0
1510,1129033,3,0
1511,1129647,3,0
1512,1130262,3,0
1513,1130876,3,0
1514,1131490,3,0
1515,1132104,3,0
1516,1132719,3,0
1517,1133333,3,0
1518,1133947,3,0
1519,1134561,3,0
1520,1135175,4,0
1521,1135790,3,0
1522,1136404,3,0
1523,1137018,3,0
1524,1137632,3,0
1525,1138247,3,0
1526,1138861,3,0
1527,1139475,3,0
1528,1140089,3,0
1529,1140704,3,0
1530,1141318,3,0
1531,1141932,3,0
1532,1142546,3,0
1533,1143161,3,0
1534,1143775,3,0
1535,1144389,3,0
1536,1145003,3,0
1537,1145618,3,0
1538,1146232,4,0
1539,1146846,3,0
1540,1147460,3,0
1541,1148075,3,0
1542,1148689,3,0
1543,1159336,3,0
1544,1159950,3,0
1545,1160564,3,0
1546,1161178,3,0
1547,1161793,3,0
1548,1162407,3,0
1549,1163021,3,0
1550,1163635,3,0
1551,1164250,3,0
1552,1164864,3,0
1553,1165478,4,0
1554,1166092,3,0
1555,1166706,3,0
1556,1167321,3,0
1557,1167935,3,0
1558,1168549,3,0
1559,1169164,3,0
1560,1169778,3,0
1561,1170392,3,0
1562,1171006,3,0
1563,1171620,4,0
1564,1172234,3,0
1565,1172849,3,0
1566,1173463,3,0
1567,1174077,3,0
1568,1174691,3,0
1569,1175306,3,0
1570,1175920,3,0
1571,1176534,3,0
1572,1177148,3,0
1573,1177763,3,0
1574,1178377,4,0
1575,1178991,3,0
1576,1179605,3,0
1577,1180220,3,0
1578,1180834,3,0
1579,1181448,3,0
1580,1182062,3,0
1581,1182677,3,0
1582,1183291,3,0
1583,1183905,3,0
1584,1184519,3,0
1585,1185134,3,0
1586,1185748,3,0
1587,1186362,3,0
1588,1186976,3,0
1589,1187591,3,0
1590,1188205,3,0
1591,1188819,4,0
1592,1189433,3,0
1593,1190048,3,0
1594,1190662,3,0
1595,1191276,3,0
1596,1191890,3,0
1597,1192504,3,0
1598,1193119,3,0
1599,1193733,3,0
1600,1194347,4,0
1601,1194961,3,0
1602,1195576,3,0
1603,1196190,3,0
1604,1196804,3,0
1605,1197418,3,0
1606,1198033,3,0
1607,1198647,3,0
1608,1199261,3,0
1609,1199875,3,0
1610,1200490,3,0
1611,1201104,3,0
1612,1201718,3,0
1613,1202332,3,0
1614,1202946,3,0
1615,1203561,3,0
1616,1204175,3,0
1617,1204789,3,0
1618,1205403,4,0
1619,1206018,3,0
1620,1206632,3,0
1621,1207246,3,0
1622,1207860,3,0
1623,1208475,3,0
1624,1209089,3,0
1625,1209703,3,0
1626,1210317,3,0
1627,1210932,3,0
1628,1211546,3,0
1629,1212160,3,0
1630,1212774,3,0
1631,1213389,3,0
1632,1214003,3,0
1633,1214617,4,0
1634,1215231,3,0
1635,1215846,3,0
1636,1216460,3,0
1637,1217074,3,0
1638,1217688,3,0
1639,1218302,3,0
1640,1218917,3,0
1641,1219531,3,0
1642,1220145,3,0
1643,1230400,3,0
1644,1231014,3,0
1645,1231628,3,0
1646,1232242,3,0
1647,1232857,3,0
1648,1233471,3,0
1649,1234085,3,0
1650,1234699,3,0
1651,1235313,4,0
1652,1235928,3,0
1653,1236542,3,0
1654,1237156,3,0
1655,1237770,3,0
1656,1238385,3,0
1657,1238999,3,0
1658,1239613,3,0
1659,1240227,3,0
1660,1240842,3,0
1661,1241456,3,0
1662,1242070,3,0
1663,1242684,3,0
1664,1243299,3,0
1665,1243913,3,0
1666,1244527,3,0
1667,1245141,4,0
1668,1245756,3,0
1669,1246370,3,0
1670,1246984,3,0
1671,1247598,3,0
1672,1248212,3,0
1673,1248827,3,0
1674,1249441,3,0
1675,1250055,3,0
1676,1250669,3,0
1677,1251284,3,0
1678,1251898,3,0
1679,1252512,3,0
1680,1253126,3,0
1681,1253741,3,0
1682,1254355,3,0
1683,1254969,3,0
1684,1255583,4,0
1685,1256198,3,0
1686,1256812,3,0
1687,1257426,3,0
1688,1258040,3,0
1689,1258655,3,0
1690,1259269,3,0
1691,1259883,3,0
1692,1260497,3,0
1693,1261111,3,0
1694,1261726,3,0
1695,1262340,3,0
1696,1262954,4,0
1697,1263568,3,0
1698,1264183,3,0
1699,1264797,3,0
1700,1265411,3,0
1701,1266025,3,0
1702,1266640,3,0
1703,1267254,3,0
1704,1267868,3,0
1705,1268482,4,0
1706,1269097,3,0
1707,1269711,3,0
1708,1270325,3,0
1709,1270939,3,0
1710,1271553,3,0
1711,1272168,3,0
1712,1272782,3,0
1713,1273396,3,0
1714,1274010,3,0
1715,1274625,3,0
1716,1275239,4,0
1717,1275853,3,0
1718,1276467,1,0
1719,1276468,3,0
1720,1277082,3,0
1721,1277696,3,0
1722,1278310,3,0
1723,1278924,3,0
1724,1279539,3,0
1725,1280153,3,0
1726,1280767,3,0
1727,1281381,3,0
1728,1281996,3,0
1729,1282610,3,0
1730,1283224,3,0
1731,1283838,3,0
1732,1284452,3,0
1733,1285067,3,0
1734,1285681,3,0
1735,1286295,4,0
1736,1286909,3,0
1737,1287524,3,0
1738,1288138,3,0
1739,1288752,3,0
1740,1289366,3,0
1741,1289981,3,0
1742,1290595,3,0
1743,1291209,3,0
1744,1302283,3,0
1745,1302897,3,0
1746,1303511,3,0
1747,1304125,3,0
1748,1304739,3,0
1749,1305354,3,0
1750,1305968,3,0
1751,1306582,3,0
1752,1307196,3,0
1753,1307810,3,0
1754,1308425,3,0
1755,1309039,3,0
1756,1309653,3,0
1757,1310267,3,0
1758,1310882,3,0
1759,1311496,3,0
1760,1312110,4,0
1761,1312725,3,0
1762,1313339,3,0
1763,1313953,3,0
1764,1314567,3,0
1765,1315181,3,0
1766,1315796,3,0
1767,1316410,3,0
1768,1317024,3,0
1769,1317638,3,0
1770,1318253,3,0
1771,1318867,3,0
1772,1319481,3,0
1773,1320095,3,0
1774,1320710,4,0
1775,1321324,3,0
1776,1321938,3,0
1777,1322552,3,0
1778,1323167,3,0
1779,1323781,3,0
1780,1324395,3,0
1781,1325009,3,0
1782,1325624,3,0
1783,1326238,3,0
1784,1326852,3,0
1785,1327466,3,0
1786,1328080,3,0
1787,1328695,4,0
1788,1329309,3,0
1789,1329923,3,0
1790,1330537,3,0
1791,1331152,3,0
1792,1331766,3,0
1793,1332380,3,0
1794,1332994,3,0
1795,1333609,3,0
1796,1334223,3,0
1797,1334837,3,0
1798,1335451,3,0
1799,1336066,3,0
1800,1336680,3,0
1801,1337294,4,0
1802,1337908,3,0
1803,1338522,3,0
1804,1339137,3,0
1805,1339751,3,0
1806,1340365,3,0
1807,1340979,3,0
1808,1341594,3,0
1809,1342208,3,0
1810,1342822,3,0
1811,1343436,3,0
1812,1344051,4,0
1813,1344665,3,0
1814,1345279,3,0
1815,1345893,3,0
1816,1346508,3,0
1817,1347122,3,0
1818,1347736,3,0
1819,1348350,3,0
1820,1348965,3,0
1821,1349579,3,0
1822,1350193,3,0
1823,1350807,3,0
1824,1351421,3,0
1825,1352036,3,0
1826,1352650,3,0
1827,1353264,4,0
1828,1353878,3,0
1829,1354493,3,0
1830,1355107,3,0
1831,1355721,3,0
1832,1356335,3,0
1833,1356950,3,0
1834,1357564,3,0
1835,1358178,3,0
1836,1358792,3,0
1837,1359407,3,0
1838,1360021,3,0
1839,1360635,3,0
1840,1361249,3,0
1841,1361864,3,0
1842,1362478,4,0
1843,1363092,3,0
1844,1374285,3,0
1845,1374899,3,0
1846,1375513,3,0
1847,1376127,3,0
1848,1376742,3,0
1849,1377356,3,0
1850,1377970,3,0
1851,1378584,3,0
1852,1379199,3,0
1853,1379813,3,0
1854,1380427,3,0
1855,1381041,3,0
1856,1381656,3,0
1857,1382270,3,0
1858,1382884,3,0
1859,1383498,3,0
1860,1384113,3,0
1861,1384727,4,0
1862,1385341,3,0
1863,1385955,3,0
1864,1386570,3,0
1865,1387184,3,0
1866,1387798,3,0
1867,1388412,3,0
1868,1389027,3,0
1869,1389641,3,0
1870,1390255,3,0
1871,1390869,3,0
1872,1391483,3,0
1873,1392098,3,0
1874,1392712,3,0
1875,1393326,4,0
1876,1393940,3,0
1877,1394555,3,0
1878,1395169,3,0
1879,1395783,3,0
1880,1396397,3,0
1881,1397012,3,0
1882,1397626,3,0
1883,1398240,3,0
1884,1398854,3,0
1885,1399469,3,0
1886,1400083,3,0
1887,1400697,3,0
1888,1401311,3,0
1889,1401925,4,0
1890,1402540,3,0
1891,1403154,3,0
1892,1403768,3,0
1893,1404382,3,0
1894,1404997,3,0
1895,1405611,3,0
1896,1406225,3,0
1897,1406839,3,0
1898,1407454,3,0
1899,1408068,3,0
1900,1408682,4,0
1901,1409296,3,0
1902,1409911,3,0
1903,1410525,3,0
1904,1411139,3,0
1905,1411753,3,0
1906,1412368,3,0
1907,1412982,3,0
1908,1413596,3,0
1909,1414210,3,0
1910,1414824,4,0
1911,1415439,3,0
1912,1416053,3,0
1913,1416667,3,0
1914,1417281,3,0
1915,1417896,3,0
1916,1418510,3,0
1917,1419124,3,0
1918,1419738,3,0
1919,1420353,3,0
1920,1420967,3,0
1921,1421581,3,0
1922,1422195,3,0
1923,1422810,3,0
1924,1423424,3,0
1925,1424038,3,0
1926,1424652,4,0
1927,1425267,3,0
1928,1425881,3,0
1929,1426495,3,0
1930,1427109,3,0
1931,1427723,3,0
1932,1428338,3,0
1933,1428952,3,0
1934,1429566,3,0
1935,1430180,3,0
1936,1430795,3,0
1937,1431409,3,0
1938,1432023,3,0
1939,1432637,3,0
1940,1433252,3,0
1941,1433866,3,0
1942,1434480,4,0
1943,1435094,3,0
1944,1446083,3,0
1945,1446697,3,0
1946,1447311,3,0
1947,1447925,3,0
1948,1448539,3,0
1949,1449154,3,0
1950,1449768,3,0
1951,1450382,3,0
1952,1450996,4,0
1953,1451610,3,0
1954,1452225,3,0
1955,1452839,3,0
1956,1453453,3,0
1957,1454067,3,0
1958,1454682,3,0
1959,1455296,3,0
1960,1455910,3,0
1961,1456524,3,0
1962,1457139,3,0
1963,1457753,3,0
1964,1458367,3,0
1965,1458981,3,0
1966,1459596,3,0
1967,1460210,3,0
1968,1460824,3,0
1969,1461438,3,0
1970,1462052,4,0
1971,1462667,3,0
1972,1463281,3,0
1973,1463895,3,0
1974,1464509,3,0
1975,1465124,3,0
1976,1465738,3,0
1977,1466352,3,0
1978,1466967,3,0
1979,1467581,3,0
1980,1468195,3,0
1981,1468809,3,0
1982,1469423,3,0
1983,1470038,3,0
1984,1470652,3,0
1985,1471266,4,0
1986,1471880,3,0
1987,1472494,3,0
1988,1473109,3,0
1989,1473723,3,0
1990,1474337,3,0
1991,1474951,3,0
1992,1475566,3,0
1993,1476180,3,0
1994,1476794,3,0
1995,1477408,3,0
1996,1478023,4,0
1997,1478637,3,0
1998,1479251,3,0
1999,1479865,3,0
2000,1480480,3,0
2001,1481094,3,0
2002,1481708,3,0
2003,1482322,3,0
2004,1482937,3,0
2005,1483551,3,0
2006,1484165,3,0
2007,1484779,3,0
2008,1485394,4,0
2009,1486008,3,0
2010,1486622,3,0
2011,1487236,3,0
2012,1487850,3,0
2013,1488465,3,0
2014,1489079,3,0
2015,1489693,3,0
2016,1490308,3,0
2017,1490922,3,0
2018,1491536,3,0
2019,1492150,3,0
2020,1492764,3,0
2021,1493379,3,0
2022,1493993,4,0
2023,1494607,3,0
2024,1495221,3,0
2025,1495836,3,0
2026,1496450,3,0
2027,1497064,3,0
2028,1497678,3,0
2029,1498293,3,0
2030,1498907,3,0
2031,1499521,3,0
2032,1500135,3,0
2033,1500750,3,0
2034,1501364,4,0
2035,1501978,3,0
2036,1502592,3,0
2037,1503207,3,0
2038,1503821,3,0
2039,1504435,3,0
2040,1505049,3,0
2041,1505663,3,0
2042,1506278,3,0
2043,1506892,3,0
2044,1518989,3,0
2045,1519603,3,0
2046,1520218,3,0
2047,1520832,3,0
2048,1521446,3,0
2049,1522060,3,0
2050,1522674,3,0
2051,1523289,3,0
2052,1523903,4,0
2053,1524517,3,0
2054,1525131,3,0
2055,1525746,3,0
2056,1526360,3,0
2057,1526974,3,0
2058,1527589,3,0
2059,1528203,3,0
2060,1528817,3,0
2061,1529431,3,0
2062,1530045,4,0
2063,1530659,3,0
2064,1531274,3,0
2065,1531888,3,0
2066,1532502,3,0
2067,1533116,3,0
2068,1533731,3,0
2069,1534345,3,0
2070,1534959,3,0
2071,1535573,3,0
2072,1536188,3,0
2073,1536802,3,0
2074,1537416,3,0
2075,1538031,3,0
2076,1538644,4,0
2077,1539259,3,0
2078,1539873,3,0
2079,1540487,3,0
2080,1541101,3,0
2081,1541716,3,0
2082,1542330,3,0
2083,1542944,3,0
2084,1543558,3,0
2085,1544173,3,0
2086,1544787,3,0
2087,1545401,3,0
2088,1546015,3,0
2089,1546630,3,0
2090,1547244,4,0
2091,1547858,3,0
2092,1548472,3,0
2093,1549087,3,0
2094,1549701,3,0
2095,1550315,3,0
2096,1550929,3,0
2097,1551544,3,0
2098,1552158,3,0
2099,1552772,3,0
2100,1553386,3,0
2101,1554001,3,0
2102,1554615,3,0
2103,1555229,3,0
2104,1555843,3,0
2105,1556457,3,0
2106,1557072,3,0
2107,1557686,3,0
2108,1558300,3,0
2109,1558914,4,0
2110,1559529,3,0
2111,1560143,3,0
2112,1560757,3,0
2113,1561371,3,0
2114,1561986,3,0
2115,1562600,3,0
2116,1563214,3,0
2117,1563828,3,0
2118,1564443,3,0
2119,1565057,3,0
2120,1565671,4,0
2121,1566285,3,0
2122,1566900,3,0
2123,1567514,3,0
2124,1568128,3,0
2125,1568742,3,0
2126,1569357,3,0
2127,1569971,3,0
2128,1570585,3,0
2129,1571199,3,0
2130,1571813,3,0
2131,1572428,3,0
2132,1573042,3,0
2133,1573656,3,0
2134,1574270,3,0
2135,1574885,3,0
2136,1575499,4,0
2137,1576113,3,0
2138,1576727,3,0
2139,1577342,3,0
2140,1577956,3,0
2141,1578570,3,0
2142,1579184,3,0
2143,1579798,3,0
2144,1909329,5,0
2145,1909944,5,0
2146,1910558,5,0
2147,1911172,5,0
2148,1911786,5,0
2149,1912400,5,0
2150,1913015,5,0
2151,1913629,5,0
2152,1914243,5,0
2153,1914857,5,0
2154,1915472,5,0
2155,1916086,5,0
2156,1916700,5,0
2157,1917314,5,0
2158,1917929,5,0
2159,1918543,5,0
2160,1919157,5,0
2161,1919771,5,0
2162,1920386,5,0
2163,1921000,5,0
2164,1921614,5,0
2165,1922228,5,0
2166,1922843,5,0
2167,1923457,5,0
2168,1924071,5,0
2169,1924685,5,0
2170,1925299,5,0
2171,1925914,5,0
2172,1926528,5,0
2173,1927142,5,0
2174,1927756,5,0
2175,1928371,5,0
2176,1928985,5,0
2177,1929599,5,0
2178,1930213,5,0
2179,1930828,5,0
2180,1931442,5,0
2181,1932056,5,0
2182,1932670,5,0
2183,1933285,5,0
2184,1933899,5,0
2185,1934513,5,0
2186,1935127,5,0
2187,1935742,5,0
2188,1936356,5,0
2189,1936970,5,0
2190,1937584,5,0
2191,1938198,5,0
2192,1938813,5,0
2193,1939427,5,0
2194,1940041,5,0
2195,1940655,5,0
2196,1941270,5,0
2197,1941884,5,0
2198,1942498,5,0
2199,1943112,5,0
2200,1943727,5,0
2201,1944341,5,0
2202,1944955,5,0
2203,1945569,5,0
2204,1946184,5,0
2205,1946798,5,0
2206,1947412,5,0
2207,1948026,5,0
2208,1948641,5,0
2209,1949255,5,0
2210,1949869,5,0
2211,1950483,5,0
2212,1951097,5,0
2213,1951712,5,0
2214,1952326,5,0
2215,1952940,5,0
2216,1953554,5,0
2217,1954169,5,0
2218,1954783,5,0
2219,1955397,5,0
2220,1956011,5,0
2221,1956626,5,0
2222,1957240,5,0
2223,1957854,5,0
2224,1958468,5,0
2225,1959083,5,0
2226,1959697,5,0
2227,1960311,5,0
2228,1960925,5,0
2229,1961540,5,0
2230,1962154,5,0
2231,1962768,5,0
2232,1963382,5,0
2233,1963996,5,0
2234,1964611,5,0
2235,1965225,5,0
2236,1965839,5,0
2237,1966453,5,0
2238,1967068,5,0
2239,1967682,5,0
2240,1968296,5,0
2241,1968910,5,0
2242,1969525,5,0
2243,1970139,5,0
2244,1970753,5,0
2245,1971367,5,0
2246,1971982,5,0
2247,1972596,5,0
2248,1973210,5,0
2249,1973824,5,0
2250,1974438,5,0
2251,1975053,5,0
2252,1975667,5,0
2253,1976281,5,0
2254,1976895,5,0
2255,1977510,5,0
2256,1978124,5,0
2257,1978738,5,0
2258,1979352,5,0
2259,1979967,5,0
2260,1980581,5,0
2261,1981195,5,0
2262,1981809,5,0
2263,1982424,5,0
2264,1983038,5,0
2265,1983652,5,0
2266,1984266,5,0
2267,1984881,5,0
2268,1985495,5,0
2269,1986109,5,0
2270,1986723,5,0
2271,1987337,5,0
2272,1987952,5,0
2273,1988566,5,0
2274,1989180,5,0
2275,1989794,5,0
2276,1990409,5,0
2277,1991023,5,0
2278,1991637,5,0
2279,1992251,5,0
2280,1992866,5,0
2281,1993480,5,0
2282,1994094,5,0
2283,1994708,5,0
2284,1997097,1,0
2285,1997711,1,0
2286,1998326,1,0
2287,1998940,1,0
2288,1999554,1,0
2289,2000168,1,0
2290,2000783,1,0
2291,2001397,1,0
2292,2002011,1,0
2293,2002625,1,0
2294,2003239,1,0
2295,2003854,1,0
2296,2004468,1,0
2297,2005082,1,0
2298,2005696,1,0
2299,2006311,2,0
2300,2006925,1,0
2301,2007539,1,0
2302,2008153,1,0
2303,2008768,1,0
2304,2009382,1,0
2305,2009996,1,0
2306,2010610,1,0
2307,2011225,1,0
2308,2011839,1,0
2309,2012453,1,0
2310,2013067,2,0
2311,2013682,1,0
2312,2014296,1,0
2313,2014910,1,0
2314,2015524,1,0
2315,2016138,1,0
2316,2016753,1,0
2317,2017367,1,0
2318,2017981,1,0
2319,2018595,1,0
2320,2019210,1,0
2321,2019824,1,0
2322,2020438,1,0
2323,2021052,1,0
2324,2021667,2,0
2325,2022281,1,0
2326,2022895,1,0
2327,2023509,1,0
2328,2024124,1,0
2329,2024738,1,0
2330,2025352,1,0
2331,2025966,1,0
2332,2026580,1,0
2333,2027195,2,0
2334,2027809,1,0
2335,2028423,1,0
2336,2029037,1,0
2337,2029652,1,0
2338,2030266,1,0
2339,2030880,1,0
2340,2031494,1,0
2341,2032109,1,0
2342,2032723,1,0
2343,2033337,1,0
2344,2033951,1,0
2345,2034566,1,0
2346,2035180,1,0
2347,2035794,1,0
2348,2036408,1,0
2349,2037023,1,0
2350,2037637,2,0
2351,2038251,1,0
2352,2038865,1,0
2353,2039479,1,0
2354,2040094,1,0
2355,2040708,1,0
2356,2041322,1,0
2357,2041936,1,0
2358,2042551,1,0
2359,2043165,1,0
2360,2043779,2,0
2361,2044393,1,0
2362,2045008,1,0
2363,2045622,1,0
2364,2046236,1,0
2365,2046850,1,0
2366,2047465,1,0
2367,2048079,1,0
2368,2048693,1,0
2369,2049307,1,0
2370,2049922,1,0
2371,2050536,1,0
2372,2051150,1,0
2373,2051764,1,0
2374,2052378,1,0
2375,2052993,1,0
2376,2053607,1,0
2377,2054221,1,0
2378,2054835,1,0
2379,2055450,2,0
2380,2056064,1,0
2381,2056678,1,0
2382,2057292,1,0
2383,2057907,1,0
2384,2067547,1,0
2385,2068161,1,0
2386,2068775,1,0
2387,2069389,1,0
2388,2070004,1,0
2389,2070618,1,0
2390,2071232,1,0
2391,2071846,1,0
2392,2072461,2,0
2393,2073075,1,0
2394,2073689,1,0
2395,2074303,1,0
2396,2074918,1,0
2397,2075532,1,0
2398,2076146,1,0
2399,2076760,1,0
2400,2077375,1,0
2401,2077989,1,0
2402,2078603,1,0
2403,2079217,1,0
2404,2079832,1,0
2405,2080446,1,0
2406,2081060,1,0
2407,2081674,1,0
2408,2082288,1,0
2409,2082903,1,0
2410,2083517,2,0
2411,2084131,1,0
2412,2084745,1,0
2413,2085360,1,0
2414,2085974,1,0
2415,2086588,1,0
2416,2087202,1,0
2417,2087817,1,0
2418,2088431,1,0
2419,2089045,1,0
2420,2089659,1,0
2421,2090274,1,0
2422,2090888,1,0
2423,2091502,1,0
2424,2092116,1,0
2425,2092731,1,0
2426,2093345,1,0
2427,2093959,1,0
2428,2094573,2,0
2429,2095187,1,0
2430,2095802,1,0
2431,2096416,1,0
2432,2097030,1,0
2433,2097644,1,0
2434,2098259,1,0
2435,2098873,1,0
2436,2099487,1,0
2437,2100101,2,0
2438,2100716,1,0
2439,2101330,1,0
2440,2101944,1,0
2441,2102558,1,0
2442,2103173,1,0
2443,2103787,1,0
2444,2104401,1,0
2445,2105015,1,0
2446,2105630,1,0
2447,2106244,2,0
2448,2106858,1,0
2449,2107472,1,0
2450,2108086,1,0
2451,2108701,1,0
2452,2109315,1,0
2453,2109929,1,0
2454,2110543,1,0
2455,2111158,1,0
2456,2111772,1,0
2457,2112386,1,0
2458,2113000,1,0
2459,2113615,1,0
2460,2114229,1,0
2461,2114843,1,0
2462,2115457,1,0
2463,2116072,1,0
2464,2116686,1,0
2465,2117300,2,0
2466,2117914,1,0
2467,2118529,1,0
2468,2119143,1,0
2469,2119757,1,0
2470,2120371,1,0
2471,2120985,1,0
2472,2121600,1,0
2473,2122214,1,0
2474,2122828,1,0
2475,2123442,1,0
2476,2124057,1,0
2477,2124671,1,0
2478,2125285,1,0
2479,2125899,1,0
2480,2126514,1,0
2481,2127128,1,0
2482,2127742,2,0
2483,2128356,1,0
2484,2137877,1,0
2485,2138491,1,0
2486,2139105,1,0
2487,2139720,1,0
2488,2140334,1,0
2489,2140948,1,0
2490,2141562,1,0
2491,2142177,1,0
2492,2142791,1,0
2493,2143405,1,0
2494,2144019,1,0
2495,2144634,1,0
2496,2145248,1,0
2497,2145862,1,0
2498,2146476,1,0
2499,2147091,1,0
2500,2147705,2,0
2501,2148319,1,0
2502,2148933,1,0
2503,2149548,1,0
2504,2150162,1,0
2505,2150776,1,0
2506,2151390,1,0
2507,2152005,1,0
2508,2152619,1,0
2509,2153233,1,0
2510,2153847,1,0
2511,2154461,1,0
2512,2155076,1,0
2513,2155690,1,0
2514,2156304,2,0
2515,2156918,1,0
2516,2157533,1,0
2517,2158147,1,0
2518,2158761,1,0
2519,2159375,1,0
2520,2159990,1,0
2521,2160604,1,0
2522,2161218,1,0
2523,2161832,2,0
2524,2162447,1,0
2525,2163061,1,0
2526,2163675,1,0
2527,2164289,1,0
2528,2164903,1,0
2529,2165518,1,0
2530,2166132,1,0
2531,2166746,1,0
2532,2167360,1,0
2533,2167975,1,0
2534,2168589,1,0
2535,2169203,1,0
2536,2169817,1,0
2537,2170432,2,0
2538,2171046,1,0
2539,2171660,1,0
2540,2172274,1,0
2541,2172889,1,0
2542,2173503,1,0
2543,2174117,1,0
2544,2174731,1,0
2545,2175346,1,0
2546,2175960,1,0
2547,2176574,1,0
2548,2177188,1,0
2549,2177802,1,0
2550,2178417,1,0
2551,2179031,1,0
2552,2179645,1,0
2553,2180259,1,0
2554,2180874,2,0
2555,2181488,1,0
2556,2182102,1,0
2557,2182716,1,0
2558,2183331,1,0
2559,2183945,1,0
2560,2184559,1,0
2561,2185173,1,0
2562,2185788,1,0
2563,2186402,1,0
2564,2187016,1,0
2565,2187630,1,0
2566,2188245,1,0
2567,2188859,1,0
2568,2189473,1,0
2569,2190087,1,0
2570,2190701,2,0
2571,2191316,1,0
2572,2191930,1,0
2573,2192544,1,0
2574,2193158,1,0
2575,2193773,1,0
2576,2194387,1,0
2577,2195001,1,0
2578,2195615,1,0
2579,2196230,1,0
2580,2196844,1,0
2581,2197458,2,0
2582,2198072,1,0
2583,2198687,1,0
2584,2210511,1,0
2585,2211125,1,0
2586,2211739,1,0
2587,2212353,1,0
2588,2212968,1,0
2589,2213582,1,0
2590,2214196,1,0
2591,2214810,1,0
2592,2215425,1,0
2593,2216039,1,0
2594,2216653,1,0
2595,2217267,1,0
2596,2217881,1,0
2597,2218496,1,0
2598,2219110,2,0
2599,2219724,1,0
2600,2220338,1,0
2601,2220953,1,0
2602,2221567,1,0
2603,2222181,1,0
2604,2222795,1,0
2605,2223410,1,0
2606,2224024,1,0
2607,2224638,1,0
2608,2225252,1,0
2609,2225867,1,0
2610,2226481,1,0
2611,2227095,1,0
2612,2227709,1,0
2613,2228324,1,0
2614,2228938,2,0
2615,2229552,1,0
2616,2230166,1,0
2617,2230780,1,0
2618,2231395,1,0
2619,2232009,1,0
2620,2232623,1,0
2621,2233237,1,0
2622,2233852,1,0
2623,2234466,1,0
2624,2235080,1,0
2625,2235694,1,0
2626,2236309,1,0
2627,2236923,1,0
2628,2237537,1,0
2629,2238151,2,0
2630,2238766,1,0
2631,2239380,1,0
2632,2239994,1,0
2633,2240608,1,0
2634,2241223,1,0
2635,2241837,1,0
2636,2242451,1,0
2637,2243065,1,0
2638,2243680,1,0
2639,2244294,2,0
2640,2244908,1,0
2641,2245522,1,0
2642,2246136,1,0
2643,2246751,1,0
2644,2247365,1,0
2645,2247979,1,0
2646,2248593,1,0
2647,2249208,1,0
2648,2249822,1,0
2649,2250436,1,0
2650,2251050,2,0
2651,2251665,1,0
2652,2252279,1,0
2653,2252893,1,0
2654,2253507,1,0
2655,2254122,1,0
2656,2254736,1,0
2657,2255350,1,0
2658,2255964,1,0
2659,2256579,1,0
2660,2257193,1,0
2661,2257807,1,0
2662,2258421,1,0
2663,2259035,1,0
2664,2259650,1,0
2665,2260264,1,0
2666,2260878,1,0
2667,2261492,2,0
2668,2262107,1,0
2669,2262721,1,0
2670,2263335,1,0
2671,2263949,1,0
2672,2264564,1,0
2673,2265178,1,0
2674,2265792,1,0
2675,2266406,1,0
2676,2267021,1,0
2677,2267635,1,0
2678,2268249,1,0
2679,2268863,1,0
2680,2269478,1,0
2681,2270092,1,0
2682,2270706,2,0
2683,2271320,1,0
2684,2283366,1,0
2685,2283980,1,0
2686,2284595,1,0
2687,2285209,1,0
2688,2285823,1,0
2689,2286437,1,0
2690,2287052,1,0
2691,2287666,1,0
2692,2288280,1,0
2693,2288894,1,0
2694,2289508,2,0
2695,2290123,1,0
2696,2290737,1,0
2697,2291351,1,0
2698,2291965,1,0
2699,2292580,1,0
2700,2293194,1,0
2701,2293808,1,0
2702,2294422,1,0
2703,2295037,2,0
2704,2295651,1,0
2705,2296265,1,0
2706,2296879,1,0
2707,2297494,1,0
2708,2298108,1,0
2709,2298722,1,0
2710,2299336,1,0
2711,2299951,1,0
2712,2300565,1,0
2713,2301179,1,0
2714,2301793,1,0
2715,2302407,1,0
2716,2303022,1,0
2717,2303636,1,0
2718,2304250,1,0
2719,2304864,1,0
2720,2305479,1,0
2721,2306093,1,0
2722,2306707,2,0
2723,2307321,1,0
2724,2307936,1,0
2725,2308550,1,0
2726,2309164,1,0
2727,2309778,1,0
2728,2310393,1,0
2729,2311007,1,0
2730,2311621,1,0
2731,2312235,1,0
2732,2312850,1,0
2733,2313464,1,0
2734,2314078,1,0
2735,2314692,1,0
2736,2315306,1,0
2737,2315921,1,0
2738,2316535,1,0
2739,2317149,1,0
2740,2317763,2,0
2741,2318378,1,0
2742,2318992,1,0
2743,2319606,1,0
2744,2320220,1,0
2745,2320835,1,0
2746,2321449,1,0
2747,2322063,1,0
2748,2322677,1,0
2749,2323292,1,0
2750,2323906,1,0
2751,2324520,1,0
2752,2325134,2,0
